type,code,name,ISIN,start,market,group,CFI
上櫃認購(售)權證,712306,優群元富03購01,TW20Z7123066,2020/06/30,上櫃,,RWSCCA
上櫃認購(售)權證,712326,大學光統一03購02,TW20Z7123264,2020/06/30,上櫃,,RWSCCA
上櫃認購(售)權證,712327,鈊象統一03購01,TW20Z7123272,2020/06/30,上櫃,,RWSCCA
上櫃認購(售)權證,712328,力旺元富03購01,TW20Z7123280,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712333,中美晶元大03購01,TW20Z7123330,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712354,雍智群益03購01,TW20Z7123546,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712355,雍智群益03購02,TW20Z7123553,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712363,力旺凱基03購01,TW20Z7123637,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712370,力旺統一03購01,TW20Z7123702,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712372,譜瑞統一03購01,TW20Z7123728,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712373,譜瑞統一03購02,TW20Z7123736,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712374,譜瑞富邦03購01,TW20Z7123744,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712375,M31國泰03購01,TW20Z7123751,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712376,力旺國泰03購01,TW20Z7123769,2020/07/01,上櫃,,RWSCCA
上櫃認購(售)權證,712377,中美晶國泰03購01,TW20Z7123777,2020/07/02,上櫃,,RWSCCA
上櫃認購(售)權證,712378,群聯國泰03購01,TW20Z7123785,2020/07/02,上櫃,,RWSCCA
上櫃認購(售)權證,712394,M31群益03購01,TW20Z7123942,2020/07/02,上櫃,,RWSCCA
上櫃認購(售)權證,712403,譜瑞統一03購03,TW20Z7124031,2020/07/02,上櫃,,RWSCCA
上櫃認購(售)權證,712406,博智凱基03購01,TW20Z7124064,2020/07/02,上櫃,,RWSCCA
上櫃認購(售)權證,712414,金居群益03購01,TW20Z7124148,2020/07/03,上櫃,,RWSCCA
上櫃認購(售)權證,712457,聚積元富04購01,TW20Z7124577,2020/07/03,上櫃,,RWSCCA
上櫃認購(售)權證,712460,鈊象元富07購01,TW20Z7124601,2020/07/03,上櫃,,RWSCCA
上櫃認購(售)權證,712461,鈊象元富07購02,TW20Z7124619,2020/07/03,上櫃,,RWSCCA
上櫃認購(售)權證,712463,昇佳電國泰03購01,TW20Z7124635,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712466,精測富邦03購01,TW20Z7124668,2020/07/06,上櫃,,RWSCCA
上櫃認購(售)權證,712481,旺矽凱基03購01,TW20Z7124817,2020/07/06,上櫃,,RWSCCA
上櫃認購(售)權證,712504,桂盟統一03購01,TW20Z7125046,2020/07/06,上櫃,,RWSCCA
上櫃認購(售)權證,712566,久元凱基03購01,TW20Z7125665,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712568,宏捷科凱基03購01,TW20Z7125681,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712572,建榮凱基03購01,TW20Z7125723,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712579,鈊象凱基03購03,TW20Z7125798,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712602,信驊元富07購01,TW20Z7126028,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712603,中美晶兆豐03購01,TW20Z7126036,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712605,力旺統一03購02,TW20Z7126051,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712610,昇佳電統一03購01,TW20Z7126101,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712611,昇佳電統一03購02,TW20Z7126119,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712612,昇佳電統一05購01,TW20Z7126127,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712613,昇佳電統一05購02,TW20Z7126135,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712616,群聯統一03購01,TW20Z7126168,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712617,環球晶富邦03購01,TW20Z7126176,2020/07/07,上櫃,,RWSCCA
上櫃認購(售)權證,712618,台燿中信05購01,TW20Z7126184,2020/07/07,上櫃,,RWSCCE
上櫃認購(售)權證,712633,譜瑞統一03購04,TW20Z7126333,2020/07/08,上櫃,,RWSCCA
上櫃認購(售)權證,712669,中菲群益03購01,TW20Z7126697,2020/07/08,上櫃,,RWSCCA
上櫃認購(售)權證,712681,弘塑國泰03購01,TW20Z7126812,2020/07/08,上櫃,,RWSCCA
上櫃認購(售)權證,712682,昇佳電國泰04購01,TW20Z7126820,2020/07/08,上櫃,,RWSCCA
上櫃認購(售)權證,712684,是方兆豐03購01,TW20Z7126846,2020/07/08,上櫃,,RWSCCA
上櫃認購(售)權證,712685,網家兆豐03購01,TW20Z7126853,2020/07/08,上櫃,,RWSCCA
上櫃認購(售)權證,712688,鈊象兆豐03購01,TW20Z7126887,2020/07/08,上櫃,,RWSCCA
上櫃認購(售)權證,712709,宏捷科國泰03購01,TW20Z7127091,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712710,系微國泰03購01,TW20Z7127109,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712711,群聯國泰03購02,TW20Z7127117,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712712,精測國泰03購01,TW20Z7127125,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712716,精華富邦03購01,TW20Z7127166,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712717,聯亞富邦03購01,TW20Z7127174,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712721,弘塑凱基03購01,TW20Z7127216,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712726,杰力凱基03購01,TW20Z7127265,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712727,杰力凱基03購02,TW20Z7127273,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712728,波若威凱基03購01,TW20Z7127281,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712731,原相凱基03購01,TW20Z7127315,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712743,聯亞兆豐03購01,TW20Z7127430,2020/07/09,上櫃,,RWSCCA
上櫃認購(售)權證,712745,原相國泰03購01,TW20Z7127455,2020/07/10,上櫃,,RWSCCA
上櫃認購(售)權證,712758,世界富邦03購01,TW20Z7127588,2020/07/10,上櫃,,RWSCCA
上櫃認購(售)權證,712786,雙美凱基03購01,TW20Z7127869,2020/07/10,上櫃,,RWSCCA
上櫃認購(售)權證,712789,M31元富07購01,TW20Z7127893,2020/07/10,上櫃,,RWSCCA
上櫃認購(售)權證,712793,宏捷科兆豐03購01,TW20Z7127935,2020/07/10,上櫃,,RWSCCA
上櫃認購(售)權證,712795,原相兆豐03購01,TW20Z7127950,2020/07/10,上櫃,,RWSCCA
上櫃認購(售)權證,712810,鈺太國泰03購01,TW20Z7128107,2020/07/13,上櫃,,RWSCCA
上櫃認購(售)權證,712811,群聯富邦03購01,TW20Z7128115,2020/07/13,上櫃,,RWSCCA
上櫃認購(售)權證,712846,群聯元富07購01,TW20Z7128461,2020/07/13,上櫃,,RWSCCA
上櫃認購(售)權證,712847,鈊象元富07購04,TW20Z7128479,2020/07/13,上櫃,,RWSCCA
上櫃認購(售)權證,712848,弘塑兆豐03購01,TW20Z7128487,2020/07/13,上櫃,,RWSCCA
上櫃認購(售)權證,712862,穩懋康和07購01,TW20Z7128628,2020/07/13,上櫃,,RWSCCA
上櫃認購(售)權證,712863,穩懋國泰03購01,TW20Z7128636,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712874,環球晶群益03購01,TW20Z7128743,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712876,昇佳電富邦03購01,TW20Z7128768,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712877,博智富邦04購01,TW20Z7128776,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712910,原相凱基03購02,TW20Z7129105,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712915,M31統一03購01,TW20Z7129154,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712916,宏捷科統一04購01,TW20Z7129162,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712918,原相統一03購01,TW20Z7129188,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712920,精測統一05購01,TW20Z7129204,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712922,穩懋統一03購01,TW20Z7129220,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712923,鈺太統一03購01,TW20Z7129238,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712927,原相兆豐03購02,TW20Z7129279,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712937,雙美國票03購01,TW20Z7129378,2020/07/14,上櫃,,RWSCCA
上櫃認購(售)權證,712938,力致國泰03購01,TW20Z7129386,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712939,精材國泰03購01,TW20Z7129394,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712951,精材元大03購01,TW20Z7129519,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712955,穩懋兆豐03購01,TW20Z7129550,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712968,穩懋元富07購01,TW20Z7129683,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712969,中美晶凱基03購01,TW20Z7129691,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712973,原相凱基05購01,TW20Z7129733,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712976,鈺太凱基03購01,TW20Z7129766,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712978,精材統一03購01,TW20Z7129782,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712979,精材統一03購02,TW20Z7129790,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712980,精材統一05購01,TW20Z7129808,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712981,精材統一05購02,TW20Z7129816,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,712982,精測統一03購01,TW20Z7129824,2020/07/15,上櫃,,RWSCCA
上櫃認購(售)權證,713036,中美晶統一03購01,TW20Z7130368,2020/07/16,上櫃,,RWSCCA
上櫃認購(售)權證,713037,桂盟統一03購02,TW20Z7130376,2020/07/16,上櫃,,RWSCCA
上櫃認購(售)權證,713038,神盾統一03購01,TW20Z7130384,2020/07/16,上櫃,,RWSCCA
上櫃認購(售)權證,713039,精材統一03購03,TW20Z7130392,2020/07/16,上櫃,,RWSCCA
上櫃認購(售)權證,713040,精材統一07購01,TW20Z7130400,2020/07/16,上櫃,,RWSCCA
上櫃認購(售)權證,713042,雙鴻統一03購01,TW20Z7130426,2020/07/16,上櫃,,RWSCCA
上櫃認購(售)權證,713056,大學光富邦03購01,TW20Z7130566,2020/07/17,上櫃,,RWSCCA
上櫃認購(售)權證,713057,穩懋富邦03購02,TW20Z7130574,2020/07/17,上櫃,,RWSCCA
上櫃認購(售)權證,713065,雙鴻元大03購01,TW20Z7130657,2020/07/17,上櫃,,RWSCCA
上櫃認購(售)權證,713073,桂盟統一03購03,TW20Z7130731,2020/07/17,上櫃,,RWSCCA
上櫃認購(售)權證,713074,晶焱統一03購01,TW20Z7130749,2020/07/17,上櫃,,RWSCCA
上櫃認購(售)權證,713085,譜瑞統一03購05,TW20Z7130855,2020/07/21,上櫃,,RWSCCA
上櫃認購(售)權證,713087,神盾兆豐03購01,TW20Z7130871,2020/07/17,上櫃,,RWSCCA
上櫃認購(售)權證,713088,宇峻國泰03購01,TW20Z7130889,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713089,精材國泰03購02,TW20Z7130897,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713090,雙鴻國泰03購01,TW20Z7130905,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713101,昇佳電國票03購01,TW20Z7131010,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713116,神盾元大03購01,TW20Z7131168,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713125,世界元富04購01,TW20Z7131259,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713126,昇佳電元富05購01,TW20Z7131267,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713127,昇佳電元富05購02,TW20Z7131275,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713128,昇佳電元富05購03,TW20Z7131283,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713129,群聯元富07購03,TW20Z7131291,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713130,鈊象元富07購06,TW20Z7131309,2020/07/20,上櫃,,RWSCCA
上櫃認購(售)權證,713131,日揚國泰03購01,TW20Z7131317,2020/07/21,上櫃,,RWSCCA
上櫃認購(售)權證,713132,宣德國泰03購01,TW20Z7131325,2020/07/21,上櫃,,RWSCCA
上櫃認購(售)權證,713133,新普中信07購01,TW20Z7131333,2020/07/21,上櫃,,RWSCCE
上櫃認購(售)權證,713134,環球晶中信03購02,TW20Z7131341,2020/07/21,上櫃,,RWSCCE
上櫃認購(售)權證,713135,環球晶中信04購01,TW20Z7131358,2020/07/21,上櫃,,RWSCCE
上櫃認購(售)權證,713148,聖暉元富04購01,TW20Z7131481,2020/07/21,上櫃,,RWSCCA
上櫃認購(售)權證,713153,環球晶凱基03購01,TW20Z7131531,2020/07/21,上櫃,,RWSCCA
上櫃認購(售)權證,713154,譜瑞凱基03購01,TW20Z7131549,2020/07/21,上櫃,,RWSCCA
上櫃認購(售)權證,713157,均豪群益03購01,TW20Z7131572,2020/07/21,上櫃,,RWSCCA
上櫃認購(售)權證,713163,弘塑國泰03購02,TW20Z7131630,2020/07/22,上櫃,,RWSCCA
上櫃認購(售)權證,713171,新鉅科富邦03購01,TW20Z7131713,2020/07/22,上櫃,,RWSCCA
上櫃認購(售)權證,713174,宜鼎群益03購01,TW20Z7131747,2020/07/22,上櫃,,RWSCCA
上櫃認購(售)權證,713175,宜鼎群益03購02,TW20Z7131754,2020/07/22,上櫃,,RWSCCA
上櫃認購(售)權證,713178,精測元富04購01,TW20Z7131788,2020/07/22,上櫃,,RWSCCA
上櫃認購(售)權證,713179,穩懋元富04購01,TW20Z7131796,2020/07/22,上櫃,,RWSCCA
上櫃認購(售)權證,713180,穩懋元富04購02,TW20Z7131804,2020/07/22,上櫃,,RWSCCA
上櫃認購(售)權證,713182,雙鴻統一03購02,TW20Z7131820,2020/07/22,上櫃,,RWSCCA
上櫃認購(售)權證,713183,穩懋統一03購02,TW20Z7131838,2020/07/22,上櫃,,RWSCCA
上櫃認購(售)權證,713184,譜瑞統一03購06,TW20Z7131846,2020/07/22,上櫃,,RWSCCA
上櫃認購(售)權證,713231,合晶元富07購01,TW20Z7132315,2020/07/23,上櫃,,RWSCCA
上櫃認購(售)權證,713232,信驊元富07購02,TW20Z7132323,2020/07/23,上櫃,,RWSCCA
上櫃認購(售)權證,713233,宣德元富07購01,TW20Z7132331,2020/07/23,上櫃,,RWSCCA
上櫃認購(售)權證,713234,閎康元富07購01,TW20Z7132349,2020/07/23,上櫃,,RWSCCA
上櫃認購(售)權證,713235,環球晶元富03購01,TW20Z7132356,2020/07/23,上櫃,,RWSCCA
上櫃認購(售)權證,713236,環球晶元富03購02,TW20Z7132364,2020/07/23,上櫃,,RWSCCA
上櫃認購(售)權證,713237,聯亞元富04購01,TW20Z7132372,2020/07/23,上櫃,,RWSCCA
上櫃認購(售)權證,713238,穩懋元富07購02,TW20Z7132380,2020/07/23,上櫃,,RWSCCA
上櫃認購(售)權證,713239,鈊象元富07購08,TW20Z7132398,2020/07/23,上櫃,,RWSCCA
上櫃認購(售)權證,713240,宣德統一03購01,TW20Z7132406,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713241,創惟統一03購01,TW20Z7132414,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713242,創惟統一04購01,TW20Z7132422,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713244,信驊凱基04購01,TW20Z7132448,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713257,創惟群益03購01,TW20Z7132570,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713258,創惟群益03購02,TW20Z7132588,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713260,環球晶富邦03購02,TW20Z7132604,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713261,元太元富03購01,TW20Z7132612,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713262,宜鼎元富07購01,TW20Z7132620,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713263,欣銓元富07購01,TW20Z7132638,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713264,倉和元富07購01,TW20Z7132646,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713265,海韻電元富07購01,TW20Z7132653,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713266,緯軟元富07購01,TW20Z7132661,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713268,晶焱兆豐03購01,TW20Z7132687,2020/07/24,上櫃,,RWSCCA
上櫃認購(售)權證,713275,創惟元大02購01,TW20Z7132752,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713279,統新國泰03購01,TW20Z7132794,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713283,M31元富07購02,TW20Z7132836,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713284,晶焱元富04購01,TW20Z7132844,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713285,新普元富02購01,TW20Z7132851,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713286,環球晶元富03購04,TW20Z7132869,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713287,環球晶兆豐03購01,TW20Z7132877,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713288,世界群益02購01,TW20Z7132885,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713289,宏捷科群益03購01,TW20Z7132893,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713292,環球晶群益02購01,TW20Z7132927,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713296,宏捷科元大02購03,TW20Z7132968,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713299,統新元大02購01,TW20Z7132992,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713303,鈺太元大02購01,TW20Z7133032,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713309,大江凱基02購03,TW20Z7133099,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713311,弘塑凱基03購02,TW20Z7133115,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713314,統新凱基02購01,TW20Z7133149,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713315,統新凱基03購01,TW20Z7133156,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713317,昇佳電統一02購03,TW20Z7133172,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713319,統新統一03購01,TW20Z7133198,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713320,統新統一03購02,TW20Z7133206,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713321,統新統一07購01,TW20Z7133214,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713322,統新統一07購02,TW20Z7133222,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713323,統新統一07購03,TW20Z7133230,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713325,環球晶統一03購01,TW20Z7133255,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713326,環球晶統一03購02,TW20Z7133263,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713327,穩懋統一03購03,TW20Z7133271,2020/07/27,上櫃,,RWSCCA
上櫃認購(售)權證,713332,世界群益03購01,TW20Z7133321,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713333,原相群益03購01,TW20Z7133339,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713334,原相群益03購02,TW20Z7133347,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713335,頎邦群益03購01,TW20Z7133354,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713336,M31國票03購02,TW20Z7133362,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713337,凡甲國票03購02,TW20Z7133370,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713338,世界國票03購01,TW20Z7133388,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713339,弘塑國票03購01,TW20Z7133396,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713341,優群國票03購02,TW20Z7133412,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713342,頎邦國票03購01,TW20Z7133420,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713344,世界凱基03購01,TW20Z7133446,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713347,雙美凱基03購02,TW20Z7133479,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713352,原相統一03購02,TW20Z7133529,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713353,原相統一03購03,TW20Z7133537,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713354,統新統一03購03,TW20Z7133545,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713360,原相元大03購01,TW20Z7133602,2020/07/29,上櫃,,RWSCCA
上櫃認購(售)權證,713361,原相元大03購02,TW20Z7133610,2020/07/29,上櫃,,RWSCCA
上櫃認購(售)權證,713362,原相元大03購03,TW20Z7133628,2020/07/29,上櫃,,RWSCCA
上櫃認購(售)權證,713368,穩懋兆豐03購02,TW20Z7133685,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713370,宏捷科元富04購01,TW20Z7133701,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713371,宜特元富04購01,TW20Z7133719,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713372,信驊元富07購03,TW20Z7133727,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713373,統新元富07購01,TW20Z7133735,2020/07/28,上櫃,,RWSCCA
上櫃認購(售)權證,713374,鈺太元富07購01,TW20Z7133743,2020/07/28,上櫃,,RWSCCA
